Name,Street,District,Region,Status,Working hour,Price range,Rate Average,Review count,Rate Quality,Rate Price,Rate Location,Rate Service,Rate Space,Category
Bánh Cuốn Gạo Lứt & Chè Ngon,"72-74 Vũ Tông Phan, P. An Phú",Tp. Thủ Đức,TP. HCM,,06:30 - 22:00,15.000đ - 105.000đ,7.4,13,7.9,7.6,7.5,7.3,6.9,Đồ ăn
Bánh Tráng Chấm Cô Gánh - Chung Cư A4 Phan Xích Long,"Lô D001 Chung Cư A4 Phan xích Long, P. 7",Quận Phú Nhuận,TP. HCM,,10:00 - 21:00,1.000đ - 20.000đ,5.8,89,6.4,5.8,5.8,5.8,5.2,Đồ ăn
Cơm Tấm Cây Khế 3 - Nguyễn Văn Khối,"126 Nguyễn Văn Khối, P. 9",Quận Gò Vấp,TP. HCM,,06:00 - 23:00,20.000đ - 30.000đ,5.5,36,5.7,5.7,5.5,5.2,5.2,Đồ ăn
Hamburger & Bánh Mì - BREAD 24H,"504 Điện Biên Phủ, P. 3",Quận 3,TP. HCM,Đang mở cửa,00:01 - 23:59,15.000đ - 40.000đ,9.3,2,10.0,10.0,9.5,8.5,8.5,Đồ ăn
Bánh Mì Huynh Hoa - Bánh Mì Pate,"26 Lê Thị Riêng, P. Bến Thành",Quận 1,TP. HCM,,14:00 - 23:00,38.000đ - 38.000đ,6.6,360,7.5,7.0,6.3,6.1,6.0,Đồ ăn
Cơm Tấm Minh Long - Nguyễn Thị Thập,"607 Nguyễn Thị Thập, P. Tân Hưng",Quận 7,TP. HCM,,07:00 - 22:00,20.000đ - 40.000đ,6.3,46,6.5,6.4,6.2,6.2,6.1,Đồ ăn
Hanuri - Quán Ăn Hàn Quốc - Cộng Hòa,"51 Cộng Hòa, P. 4",Quận Tân Bình,TP. HCM,,09:00 - 21:30,50.000đ - 110.000đ,7.0,98,7.1,7.1,6.9,6.9,6.9,Đồ ăn
Cơm Tấm Ba Ghiền - Đặng Văn Ngữ,"84 Đặng Văn Ngữ, P. 10",Quận Phú Nhuận,TP. HCM,,07:00 - 22:00,40.000đ - 66.000đ,6.1,463,6.9,6.3,6.0,5.8,5.6,Đồ ăn
Cơm Gà Hải Nam - Nguyễn Tri Phương,"379 Nguyễn Tri Phương, P. 5",Quận 10,TP. HCM,,10:00 - 23:00,50.000đ - 110.000đ,6.4,217,6.9,6.7,6.2,6.1,6.1,Đồ ăn
Hanuri - Quán Ăn Hàn Quốc - Xô Viết Nghệ Tĩnh,"121 Xô Viết Nghệ Tĩnh, P. 17",Quận Bình Thạnh,TP. HCM,,09:00 - 21:30,50.000đ - 150.000đ,7.3,669,7.6,7.5,7.4,7.2,6.7,Đồ ăn
Vĩnh Phong - Cửa Hàng Vịt Quay,"523 - 525 - 527 Phan Văn Trị, P. 7",Quận 5,TP. HCM,,05:30 - 21:00,100.000đ - 1.100.000đ,6.2,89,6.7,6.5,6.3,6.0,5.8,Đồ ăn
Sủi Cảo Ngọc Ý - Hà Tôn Quyền,"187 Hà Tôn Quyền, P. 4",Quận 11,TP. HCM,,11:00 - 01:00,30.000đ - 60.000đ,6.7,246,7.2,6.7,6.7,6.6,6.3,Đồ ăn
Cơm Tấm Tài - Nguyễn Văn Nghi,100 Nguyễn Văn Nghi,Quận Gò Vấp,TP. HCM,,17:00 - 22:00,20.000đ - 30.000đ,5.9,24,6.8,6.7,5.8,5.6,4.7,Đồ ăn
Cơm Tấm 31 - Đồng Đen,"31 Đồng Đen, P. 12",Quận Tân Bình,TP. HCM,,08:30 - 19:30,20.000đ - 35.000đ,4.2,6,4.7,4.5,4.2,4.2,3.7,Đồ ăn
Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội,"409 Nguyễn Tri Phương, P. 5",Quận 10,TP. HCM,,10:00 - 21:00,20.000đ - 55.000đ,7.0,458,7.4,7.4,7.2,6.7,6.1,Đồ ăn
Cơm Gà Đông Nguyên - Nguyễn Trãi,"801 Nguyễn Trãi, P. 14",Quận 5,TP. HCM,,10:00 - 20:00,50.000đ - 80.000đ,6.4,89,6.9,6.8,6.5,6.4,5.5,Đồ ăn
Hải Đăng - Bún Thịt Nướng,"149 Chấn Hưng, P. 6",Quận Tân Bình,TP. HCM,,11:00 - 22:00,15.000đ - 22.000đ,6.6,210,7.5,7.0,6.4,6.3,5.9,Đồ ăn
Cơm Gà Hải Nam - Bình Giã,"86 Bình Giã, P. 13",Quận Tân Bình,TP. HCM,,09:30 - 21:00,30.000đ - 80.000đ,5.8,15,6.4,6.0,5.8,5.8,5.2,Đồ ăn
Phan Lê - Bún Cá Lóc - Cao Thắng,"159 Cao Thắng, P. 11",Quận 10,TP. HCM,,07:00 - 22:00,35.000đ - 78.000đ,7.3,46,7.7,7.4,7.2,7.1,6.9,Đồ ăn
Hanuri - Quán Ăn Hàn Quốc - Sư Vạn Hạnh,"736 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,,09:30 - 20:30,50.000đ - 110.000đ,7.0,"1,457",7.5,7.3,7.2,6.9,6.4,Đồ ăn
Cô Phương - Cơm Chiên & Nui Xào - Shop Online,"152A/10 Hưng Phú, P. 8",Quận 8,TP. HCM,,06:00 - 18:00,20.000đ - 50.000đ,7.4,15,7.9,7.7,7.4,7.2,7.0,Đồ ăn
Cháo Sườn Bomni - Tuệ Tĩnh,"81 Tuệ Tĩnh, P. 13",Quận 11,TP. HCM,,05:30 - 13:00 | 14:30 - 18:00,20.000đ - 30.000đ,7.9,23,8.0,8.0,8.0,7.9,7.4,Đồ ăn
McDonald’s Saigon Supermarket,"Siêu Thị Sài Gòn, 460 Đường 3 Tháng 2, P. 12",Quận 10,TP. HCM,,07:00 - 23:00,30.000đ - 100.000đ,6.7,84,7.1,6.9,6.7,6.4,6.2,Đồ ăn
Cô Năm - Bánh Tráng Trộn,"45 Lê Thị Hồng, P. 7",Quận Gò Vấp,TP. HCM,,06:00 - 19:00,15.000đ - 15.000đ,7.3,21,8.1,7.7,7.4,7.1,6.5,Đồ ăn
Cơm Tấm 419 - Cơm Sườn Nướng & Sườn Cọng - An Dương Vương,"419 An Dương Vương, P. 3",Quận 5,TP. HCM,,07:00 - 21:30,30.000đ - 40.000đ,5.9,28,7.0,6.1,6.0,5.2,5.0,Đồ ăn
Bánh Cuốn Ba Miền - Phan Xích Long,"188 Phan Xích Long, P. 7",Quận Phú Nhuận,TP. HCM,Đang mở cửa,00:01 - 23:59,33.000đ - 45.000đ,6.0,17,6.6,6.2,5.9,5.7,5.4,Đồ ăn
Gà Rán Popeyes - Lê Đại Hành,"397A Lê Đại Hành, P. 11",Quận 11,TP. HCM,,09:30 - 21:00,30.000đ - 170.000đ,6.8,180,7.1,6.9,6.9,6.6,6.6,Đồ ăn
Cơm Gà Hải Nam - Calmette,"205-207 Calmette, P. Nguyễn Thái Bình",Quận 1,TP. HCM,,09:30 - 21:30,50.000đ - 100.000đ,6.0,157,6.5,5.9,5.9,5.8,5.7,Đồ ăn
Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,"284A Nguyễn Đình Chiểu, P. 6",Quận 3,TP. HCM,,09:00 - 21:30,50.000đ - 110.000đ,7.3,"1,003",7.6,7.5,7.4,7.1,7.0,Đồ ăn
Bánh Mì PewPew - Út Tịch,"66 Út Tịch, P. 4",Quận Tân Bình,TP. HCM,,06:00 - 23:00,20.000đ - 30.000đ,6.7,800,6.7,6.7,6.7,6.7,6.5,Đồ ăn
Hanuri - Quán Ăn Hàn Quốc - Phan Văn Trị,"530 - 532 Phan Văn Trị, P. 7",Quận Gò Vấp,TP. HCM,,09:00 - 21:30,50.000đ - 110.000đ,7.7,25,8.2,7.9,7.8,7.3,7.2,Đồ ăn
Bún Thịt Nướng Kiều Bảo - Đề Thám,"139 Đề Thám, P. Cô Giang",Quận 1,TP. HCM,,11:00 - 20:30,10.000đ - 25.000đ,6.5,155,7.1,6.6,6.6,6.1,6.0,Đồ ăn
Sandwich - Hamburger Chía Núi - Nguyễn Trãi,"56 Trần Xuân Hòa, P. 7",Quận 5,TP. HCM,,09:00 - 21:00,16.000đ - 24.000đ,8.1,103,8.3,8.2,8.2,8.2,7.5,Đồ ăn
Cả Cần - Bánh Bao & Hủ Tiếu Mỹ Tho - Chính Gốc,"110 Hùng Vương, P. 9",Quận 5,TP. HCM,,06:00 - 23:55,20.000đ - 44.000đ,6.0,125,6.8,6.3,5.9,5.8,5.2,Đồ ăn
Mì Ý Double B - Trần Hưng Đạo,"Hẻm 391 TK40/24 Trần Hưng Đạo, P. Cầu Kho",Quận 1,TP. HCM,,08:00 - 22:00,17.000đ - 75.000đ,7.1,775,7.6,7.2,7.2,6.8,6.6,Đồ ăn
Út Hương - Cơm & Món Xào,"TK18/1 Nguyễn Cảnh Chân, P. Cầu Kho",Quận 1,TP. HCM,,08:00 - 23:59,35.000đ - 220.000đ,6.7,190,7.0,7.0,6.6,6.5,6.4,Đồ ăn
Chân Gà Lắc Lư Emart - Shop Online,"20/17 Phạm Huy Thông, P. 7",Quận Gò Vấp,TP. HCM,,10:15 - 23:00,25.000đ - 99.000đ,7.2,8,7.6,7.5,7.1,7.0,6.6,Đồ ăn
Manwah Taiwanese Hotpot - BigC Pandora Trường Chinh,"Tầng trệt - TTTM Big C, Số 1/1 Trường Chinh",Quận Tân Phú,TP. HCM,Đang mở cửa,10:00 - 22:00,390.000đ - 480.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Chè Út Lyly - Nguyễn Trọng Tuyển,"384 Nguyễn Trọng Tuyển, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,08:00 - 21:00,10.000đ - 20.000đ,8.9,126,9.1,9.1,9.0,8.8,8.5,Đồ ăn
Nhí Quán - Cơm Gà,"220/22 Nguyễn Trọng Tuyển, P. 8",Quận Phú Nhuận,TP. HCM,Đang mở cửa,10:00 - 22:00,10.000đ - 250.000đ,7.4,1,8.0,8.0,7.0,7.0,7.0,Đồ ăn
Dĩnh Râu - Bánh Cuốn & Bánh Ướt,63B Phạm Văn Hai,Quận Tân Bình,TP. HCM,Đang mở cửa,07:00 - 22:00,15.000đ - 18.000đ,7.1,47,7.6,7.0,7.0,7.0,6.7,Đồ ăn
Bếp Xanh - Cơm Gà & Bánh Hỏi - Nguyễn Văn Trỗi,"164A Nguyễn Văn Trỗi, P. 8",Quận Phú Nhuận,TP. HCM,Đang mở cửa,08:00 - 22:00,40.000đ - 50.000đ,5.7,52,6.1,5.9,5.6,5.6,5.5,Đồ ăn
Kimbap Hoàng Tử - Món Hàn Quốc - Lê Văn Sỹ,"337/2 Lê Văn Sỹ, P.1",Quận Tân Bình,TP. HCM,,16:00 - 22:00,30.000đ - 66.000đ,7.2,327,7.5,7.4,7.1,7.1,6.8,Đồ ăn
Bé An - Bánh Huế & Bánh Bột Lọc,"129/5/14 Hoàng Văn Thụ, P. 8",Quận Phú Nhuận,TP. HCM,Đang mở cửa,07:30 - 23:59,5.000đ - 99.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bánh Quế Hà Lan - Huỳnh Văn Bánh,"420/11 Huỳnh Văn Bánh, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,09:00 - 19:00,105.000đ - 150.000đ,10.0,554,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Biscotti - Bánh Hạt Dinh Dưỡng - Huỳnh Văn Bánh,"420/11 Huỳnh Văn Bánh, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,09:00 - 19:00,60.000đ - 150.000đ,10.0,600,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Việt - Cơm Chay,"26 Huỳnh Lan Khanh, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,07:00 - 20:45,20.000đ - 100.000đ,6.2,13,6.5,6.3,6.2,6.0,5.8,Đồ ăn
Cơm Gà Quay Zeus,"122/29 Đặng Văn Ngữ, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,10:00 - 20:00,12.000đ - 50.000đ,8.4,4,9.3,8.5,8.5,8.0,7.5,Đồ ăn
Mr Nhoi - Heo Quay Tây Bắc - Ngô Thị Thu Minh,"110B Ngô Thị Thu Minh, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,15:00 - 20:00,12.000đ - 250.000đ,9.3,401,9.6,9.4,9.4,9.0,8.9,Đồ ăn
Tiệm Bánh LiLy,"95 Trương Quốc Dung, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,08:00 - 21:00,10.000đ - 300.000đ,9.8,1,10.0,10.0,10.0,10.0,9.0,Đồ ăn
Ritaki - Khoai Lang Mật - Huỳnh Văn Bánh,"420/11 Huỳnh Văn Bánh, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,06:00 - 21:00,15.000đ - 60.000đ,9.4,95,9.6,9.6,9.4,9.3,9.2,Đồ ăn
Bánh Tráng Trộn & Bánh Tráng Cuốn - Sài Gòn Ngon - Nguyễn Đình Chính,"157 Nguyễn Đình Chính, P. 11",Quận Phú Nhuận,TP. HCM,Đang mở cửa,09:00 - 23:00,20.000đ - 30.000đ,9.8,3,10.0,10.0,10.0,9.7,9.3,Đồ ăn
Ngói Đỏ - Vịt Nướng Lá Mắc Mật - Ngô Thị Thu Minh,10 Ngô Thị Thu Minh P. 2,Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 23:30,125.000đ - 250.000đ,10.0,2,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Canh Bún Cần,"115/47 Lê Văn Sỹ, P. 13",Quận Phú Nhuận,TP. HCM,Đang mở cửa,11:00 - 20:00,20.000đ - 30.000đ,8.7,9,9.1,8.9,8.9,8.8,7.9,Đồ ăn
Hồ Gia - Cơm Gà Xối Mỡ - 326 Nguyễn Trọng Tuyển,"326 Nguyễn Trọng Tuyển, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 22:30,20.000đ - 40.000đ,9.1,9,9.8,9.6,9.1,8.9,8.2,Đồ ăn
Bánh Tráng 23 - Nguyễn Thanh Tuyền,"23 Nguyễn Thanh Tuyền, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,13:00 - 20:00,10.000đ - 15.000đ,8.5,3,9.7,9.0,8.7,7.7,7.3,Đồ ăn
Tensho - Cơm Obento - Phổ Quang,"92 Phổ Quang, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 21:30,10.000đ - 100.000đ,8.5,4,9.3,9.0,8.3,8.3,7.5,Đồ ăn
Bếp Nhà Gyreen - Kem - Hồ Văn Huê,"81/41 Hồ Văn Huê, P. 9",Quận Phú Nhuận,TP. HCM,Đang mở cửa,09:00 - 20:00,,9.7,7,10.0,10.0,9.7,9.6,9.4,Đồ ăn
Mì Hoành Thánh Zigzag - Shop Online,"57A Nguyễn Thanh Tuyền, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,07:30 - 19:00,10.000đ - 25.000đ,8.2,12,8.8,8.6,8.2,8.1,7.4,Đồ ăn
Cà Rốt - Bánh Tráng Tỏi Ớt & Ăn Vặt,"85/25 Phạm Văn Hai, P. 3 ",Quận Tân Bình,TP. HCM,Đang mở cửa,08:00 - 21:00,10.000đ - 30.000đ,8.2,8,8.8,8.5,8.3,7.8,7.6,Đồ ăn
Chef Ếch - Cháo Ếch Singapore,"123 Ngô Thị Thu Minh, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 20:00,8.000đ - 98.000đ,7.9,3,9.0,9.0,8.7,6.7,6.3,Đồ ăn
Beefsteak Củ Hành Tây - Lê Văn Sỹ,"189/1 Lê Văn Sỹ, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,08:00 - 13:00 | 15:00 - 21:00,12.000đ - 68.000đ,6.9,26,7.1,7.0,7.0,6.8,6.7,Đồ ăn
Phương Chợ Lăng - Gỏi Cuốn & Gỏi Đu Đủ,"1 Nguyễn Thanh Tuyền, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,13:30 - 20:00,7.000đ - 30.000đ,8.1,6,9.0,8.8,8.3,7.8,6.5,Đồ ăn
Cơm Gà Tri Mập - Nguyễn Trọng Tuyển,"286A Nguyễn Trọng Tuyển, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,10:30 - 22:00,20.000đ - 40.000đ,8.3,12,9.1,8.8,8.3,7.8,7.4,Đồ ăn
Chè Bưởi Mẹ Siêu Nhân - Nguyễn Trọng Tuyển,"357A1 Nguyễn Trọng Tuyển, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 23:00,18.000đ - 25.000đ,7.5,3,8.0,7.7,7.3,7.3,7.3,Đồ ăn
Mệ Ơi - Bún Bò Huế,8 Ngô Thị Thu Minh,Quận Tân Bình,TP. HCM,,06:45 - 13:00 | 16:30 - 22:00,7.000đ - 50.000đ,7.3,10,7.9,7.9,7.4,6.9,6.3,Đồ ăn
Mì Quảng 3 Anh Em - 321 Lê Văn Sỹ,"321 Lê Văn Sỹ, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,06:00 - 22:00,45.000đ - 60.000đ,6.7,3,8.3,7.3,6.7,6.3,4.7,Đồ ăn
Bánh Cuốn Cô Khiết,"122 Phạm Văn Hai, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,00:01 - 15:00 | 15:30 - 23:59,4.000đ - 35.000đ,7.6,14,8.6,8.2,7.9,6.9,6.3,Đồ ăn
"Me Non, Cóc Non & Xoài Non Mắm Ruốc - Bùi Thị Xuân","204/9B Bùi Thị Xuân, P. 3",Quận Tân Bình,TP. HCM,Đang mở cửa,08:00 - 21:00,15.000đ - 85.000đ,7.6,4,8.3,7.5,7.5,7.5,7.3,Đồ ăn
Cơm Tấm Mây - Trương Quốc Dung,"74/26 Trương Quốc Dung, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,06:00 - 22:00,20.000đ - 80.000đ,7.6,10,7.9,7.8,7.5,7.4,7.3,Đồ ăn
CHAY TABÀHA - Chuỗi Thức Ăn Chay Nhanh,"23 Tân Canh, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,06:30 - 21:30,15.000đ - 35.000đ,7.5,11,7.7,7.6,7.6,7.5,7.3,Đồ ăn
Nadu - Xúc Xích Đức,"447 Huỳnh Văn Bánh, P. 13",Quận Phú Nhuận,TP. HCM,Đang mở cửa,16:00 - 21:30,35.000đ - 100.000đ,8.1,24,8.5,8.5,8.1,7.8,7.7,Đồ ăn
Bún Riêu Cô Phương,72 Ngô Thị Thu Minh,Quận Tân Bình,TP. HCM,Đang mở cửa,06:00 - 18:00,18.000đ - 18.000đ,7.5,3,8.0,7.7,7.3,7.3,7.0,Đồ ăn
Cơm Cô Chín - Bánh Hỏi & Bò Phô Mai Sốt Cay,"161 Trần Hữu Trang, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,08:00 - 22:00,30.000đ - 150.000đ,7.8,18,8.1,7.9,7.8,7.7,7.6,Đồ ăn
Chờ Chút - Bánh Ướt Lòng Gà,"19 Đặng Văn Ngữ, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,08:00 - 21:00,35.000đ - 45.000đ,8.2,11,8.5,8.3,8.1,8.0,8.0,Đồ ăn
Hapi Chuối - Chuối Nếp Nướng - Phạm Văn Hai,3 Phạm Văn Hai,Quận Tân Bình,TP. HCM,Đang mở cửa,06:00 - 20:00,15.000đ - 15.000đ,7.3,13,8.0,7.7,7.3,7.2,6.5,Đồ ăn
Hancook Korean Fast Food - Nguyễn Trọng Tuyển,"320 Nguyễn Trọng Tuyển, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,09:00 - 22:00,10.000đ - 265.000đ,7.4,45,7.9,7.7,7.4,7.2,7.0,Đồ ăn
Xoài Non Mắm Ruốc TH Shop - Bùi Thị Xuân,"204/9 Bùi Thị Xuân, P. 3",Quận Tân Bình,TP. HCM,Đang mở cửa,09:00 - 21:00,12.000đ - 20.000đ,8.8,7,8.9,8.9,8.7,8.7,8.7,Đồ ăn
Chè Bưởi Đồng Tháp - Ngô Thị Thu Minh,"139 Ngô Thị Thu Minh, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,10:30 - 21:30,15.000đ - 35.000đ,7.0,23,7.4,7.3,7.2,7.0,6.1,Đồ ăn
2 Chị Em - Cơm Gà Nha Trang - Thích Minh Nguyệt,"9 Thích Minh Nguyệt, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 21:00,25.000đ - 37.000đ,7.4,58,7.9,7.6,7.2,7.1,7.1,Đồ ăn
Nhí Quán - Cơm Văn Phòng - Nguyễn Trọng Tuyển,"220/21 Nguyễn Trọng Tuyển, P. 8",Quận Phú Nhuận,TP. HCM,Đang mở cửa,10:00 - 22:00,10.000đ - 250.000đ,6.9,8,7.6,7.1,6.8,6.5,6.4,Đồ ăn
Pizza Hut - Phổ Quang,"66 Phổ Quang, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 21:30,50.000đ - 300.000đ,7.1,8,7.5,7.4,7.1,7.0,6.5,Đồ ăn
Phở Phong Cách - Lê Văn Sỹ,361 Lê Văn Sỹ,Quận Tân Bình,TP. HCM,Đang mở cửa,07:00 - 22:00,20.000đ - 55.000đ,7.0,39,7.5,7.2,6.9,6.8,6.8,Đồ ăn
Kem Baskin Robbins - Lê Văn Sỹ,357 Lê Văn Sỹ,Quận Tân Bình,TP. HCM,Đang mở cửa,16:00 - 21:00,45.000đ - 110.000đ,7.3,162,7.9,7.4,7.4,7.4,6.6,Đồ ăn
"Beno - Mì Ý, Bò Mỹ, Cơm Bò Hầm - Hồ Văn Huê","43D/15 Hồ Văn Huê, P. 9",Quận Phú Nhuận,TP. HCM,Đang mở cửa,08:30 - 19:20,25.000đ - 95.000đ,6.4,61,6.6,6.6,6.5,6.4,5.8,Đồ ăn
Chè Mùa Hè,"14 Hồ Biểu Chánh, P. 11",Quận Phú Nhuận,TP. HCM,Đang mở cửa,09:00 - 23:30,18.000đ - 35.000đ,6.2,1,8.0,8.0,6.0,6.0,3.0,Đồ ăn
Lẩu Dê Tri Kỷ,335 Lê Văn Sỹ,Quận Tân Bình,TP. HCM,Đang mở cửa,10:30 - 23:00,50.000đ - 200.000đ,7.4,60,7.8,7.5,7.4,7.2,6.9,Đồ ăn
Quán Cơm Thanh Ngân,"95/1 Phổ Quang, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,10:00 - 19:00,20.000đ - 30.000đ,6.2,4,7.3,6.3,6.0,6.0,5.3,Đồ ăn
Cơm Tấm Ba Ghiền - Đặng Văn Ngữ,"84 Đặng Văn Ngữ, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,07:00 - 22:00,40.000đ - 66.000đ,6.1,463,6.9,6.3,6.0,5.8,5.6,Đồ ăn
Sushi Phước - Bùi Thị Xuân,"245 Bùi Thị Xuân, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,06:30 - 23:00,30.000đ - 520.000đ,8.0,1,8.0,8.0,8.0,8.0,8.0,Đồ ăn
Đảo Hải Sản - Sushi & Sashimi,"15/10 Phạm Văn Hai, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,08:00 - 19:30,50.000đ - 200.000đ,8.6,13,9.2,8.9,8.7,8.1,8.0,Đồ ăn
Cơm Tấm Cali - Nguyễn Văn Trỗi,"82 Nguyễn Văn Trỗi, P. 8",Quận Phú Nhuận,TP. HCM,Đang mở cửa,07:30 - 20:15,25.000đ - 66.000đ,6.5,104,7.1,6.7,6.4,6.1,6.0,Đồ ăn
Hoàng Ty Group - Đặc sản Trảng Bàng - Trương Quốc Dung,74 Trương Quốc Dung,Quận Phú Nhuận,TP. HCM,Đang mở cửa,10:00 - 22:00,60.000đ - 110.000đ,6.9,150,7.4,7.0,7.0,6.8,6.4,Đồ ăn
Súp Cua Mộc - Đặng Văn Ngữ,"115 Đặng Văn Ngữ, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,06:00 - 22:00,17.000đ - 20.000đ,6.7,7,7.1,7.0,7.0,6.7,5.7,Đồ ăn
Chế Bé - Chè & Bánh Bèo,"2 Nguyễn Thanh Tuyền, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,11:00 - 20:00,20.000đ - 25.000đ,7.7,6,8.2,7.8,7.7,7.5,7.3,Đồ ăn
Burger House - Cơm Mì Mã Lai - Đặng Văn Ngữ,"80/12 Đặng Văn Ngữ, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,10:00 - 20:30,35.000đ - 75.000đ,7.4,1,8.0,8.0,7.0,7.0,7.0,Đồ ăn
Cơm Tấm The Nguyen - Trường Sơn,"7 Trường Sơn, P. 4",Quận Tân Bình,TP. HCM,Đang mở cửa,06:30 - 22:00,10.000đ - 60.000đ,7.8,10,8.2,8.1,8.0,7.7,7.2,Đồ ăn
Bún Thịt Nướng Anh Ba,"126 Lê Văn Sỹ, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,06:15 - 22:30,30.000đ - 61.000đ,6.3,115,6.7,6.4,6.4,6.3,5.9,Đồ ăn
Efruit - Trái Cây Tươi Tự Nhiên,"388 Huỳnh Văn Bánh, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,08:00 - 22:30,5.000đ - 27.000đ,6.6,144,6.9,6.8,6.7,6.5,6.5,Đồ ăn
Riêu Cua Hai Miền - Miến Lươn & Bánh Mì,"460 Lê Văn Sỹ, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,08:00 - 22:00,30.000đ - 200.000đ,9.6,1,10.0,10.0,10.0,10.0,8.0,Đồ ăn
Hủ Tiếu Chay Cây Đề - Lê Văn Sỹ,"351A Lê Văn Sỹ, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,07:00 - 22:00,15.000đ - 80.000đ,6.4,98,7.0,6.5,6.4,6.3,5.8,Đồ ăn
Gà Nướng Cái Bang - Hồ Biểu Chánh,"48/40B Hồ Biểu Chánh, P. 11",Quận Phú Nhuận,TP. HCM,Đang mở cửa,10:00 - 22:30,89.000đ - 159.000đ,7.0,170,7.2,7.1,7.1,6.8,6.8,Đồ ăn
Hương Ký 9 - Cơm Chiên 18 Món,"110 Đặng Văn Ngữ, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,09:00 - 21:00,25.000đ - 35.000đ,4.3,2,6.0,5.0,5.0,4.0,1.5,Đồ ăn
Cháo Lòng 374 - Lê Văn Sỹ,"374 Lê Văn Sỹ, P. 2",Quận Tân Bình,TP. HCM,Đang mở cửa,06:30 - 22:00,15.000đ - 33.000đ,5.9,32,6.5,6.3,5.8,5.4,5.3,Đồ ăn
Mr. Cake - Lê Văn Sỹ,"294 Lê Văn Sỹ, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,06:00 - 22:00,150.000đ - 385.000đ,6.6,44,7.0,6.9,6.7,6.7,5.8,Đồ ăn
Chị Tôi - Canh Bún & Bánh Đa,"229/30 Bùi Thị Xuân, P. 1",Quận Tân Bình,TP. HCM,Đang mở cửa,11:00 - 19:00,20.000đ - 25.000đ,9.3,3,10.0,10.0,9.7,8.3,8.3,Đồ ăn
Gánh Mắm Nêm - Quán Ăn Gia Đình - Lê Văn Sỹ,"183/2F Lê Văn Sỹ, P. 14",Quận Phú Nhuận,TP. HCM,Đang mở cửa,10:00 - 21:30,35.000đ - 95.000đ,4.8,12,5.3,5.3,4.8,4.7,4.0,Đồ ăn
Quán Nu - Bún Mắm & Cơm Tấm Sườn,"301 Nguyễn Trọng Tuyển, P. 10",Quận Phú Nhuận,TP. HCM,Đang mở cửa,06:00 - 20:00,30.000đ - 50.000đ,9.6,1,10.0,10.0,10.0,9.0,9.0,Đồ ăn
